PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
00h8X,r4r1k/pp1q1pb1/2npbn1p/2p1p3/4P3/1BPP1Q2/PP3P1N/RNB2KR1 b - - 9 17,e6b3 c1h6 g7h6 f3f6 h8h7 h2g4 d7e6 a2b3 e6f6 g4f6,2493,87,82,100,advantage deflection exposedKing fork middlegame veryLong,https://lichess.org/8ji7Sjgz/black#33,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Dragon
00h8Z,5k2/p1R4R/1p4p1/3r3q/3P4/2P2rQp/PP5K/8 b - - 4 36,f3g3 c7c8 d5d8 c8d8,1517,76,81,130,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/UAWACryx/black#71,
00h95,7k/Q1p3p1/5p1p/3q4/3Pr3/4P3/P4P1P/1R4K1 w - - 2 26,a7c5 e4g4 g1f1 d5h1 f1e2 h1b1,1712,75,83,65,crushing endgame long skewer,https://lichess.org/awh9vUFg#50,
00hCU,r1b2r2/1p5k/3p2pp/p1PBb3/2Pp1p2/P2P2Pq/3B1P1P/1R1QR1K1 w - - 0 26,c5c6 f4g3 f2g3 f8f2 g1f2 h3h2,2727,89,97,241,attraction crushing deflection kingsideAttack long middlegame sacrifice,https://lichess.org/mc07lrmk#50,
00hJY,3R4/5p1k/p5pp/6q1/1P4P1/P3rP1P/2Q5/6K1 w - - 0 35,d8d7 g5f4 c2f2 e3f3 f2f3 f4f3,2483,83,94,617,crushing endgame long,https://lichess.org/Qq8MVHpO#68,
00hNY,8/p7/1p3k2/8/n1K1P3/3N4/P7/8 b - - 0 44,a4c5 d3c5 b6c5 c4d5,2270,84,81,152,crushing endgame knightEndgame short,https://lichess.org/MGfDzlcO/black#87,
00hSW,2R5/4b1pk/1r5p/2pPN3/1p2P3/3P4/4K1PP/8 w - - 1 39,e5d7 b4b3 d5d6 e7d6 d7b6 b3b2 b6c4 b2b1q,1949,76,94,9058,advancedPawn advantage endgame master promotion sacrifice veryLong,https://lichess.org/56G5UTGb#76,
00hSr,r4rk1/5p2/1q2pnRP/p2p4/1ppP4/2P1P3/PPQN1P2/2K4R b - - 0 21,f7g6 c2g6 g8h8 g6g7,984,83,94,5719,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FSHLYhgq/black#41,
00hUl,2kr4/1pq2p2/p3p1p1/2b1n2p/Q1P2B2/7P/P3BPP1/1R4K1 b - - 1 24,c5d6 c4c5 c7c6 a4c6,1766,74,89,897,crushing middlegame queensideAttack short,https://lichess.org/YyZRpbZ3/black#47,
00hYk,8/8/1n4p1/4kp1p/7P/1B2KPP1/8/8 b - - 0 54,b6d5 b3d5 e5d5 e3f4,1165,75,94,4175,crushing endgame short,https://lichess.org/rWJb7AjE/black#107,
00hbV,8/pk1r1bR1/1p6/8/2P2N2/1P6/1K6/8 b - - 21 60,f7e6 f4e6 d7g7 e6g7,896,77,97,986,crushing endgame hangingPiece short,https://lichess.org/DL4VBFov/black#119,
00hsd,5k2/p4p2/1p6/3p1R2/7Q/P2Pr1KP/6P1/6q1 w - - 3 40,f5f3 g1e1 g3g4 e1h4 g4h4 e3f3,1659,79,79,63,crushing endgame long,https://lichess.org/vU9uQUNU#78,
00huB,3r2k1/ppp1bppp/2n5/8/4P1b1/1P3N2/PBP1P1PP/2K2B1R w - - 2 16,h2h3 g4f3 e2f3 e7g5 c1b1 d8d1,1406,76,78,214,crushing long middlegame,https://lichess.org/r7cF2rXM#30,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Classical_Variation
00huW,8/3k4/p6p/1p2Q1pP/3P2b1/1PP2qP1/P3p3/1K2R3 w - - 3 44,d4d5 f3d3 b1b2 d3d2 b2a3 d2e1,1556,75,100,472,advantage endgame fork long,https://lichess.org/twVFxiv1#86,
00hxr,r4rk1/pp3ppp/4p3/3pB1qB/Q1p5/2PbP3/PP1N1P1P/R3K2R w KQ - 0 15,e5g7 g5h5 a4d1 h5d1 a1d1 g8g7,1618,74,93,1285,advantage hangingPiece long middlegame,https://lichess.org/4QIugid6#28,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
00i6P,1r2R2k/3P2p1/p4q1p/8/2P5/5P2/P4P1P/6K1 b - - 1 34,f6f8 e8f8 b8f8 c4c5 f8d8 c5c6,1370,75,100,303,advantage endgame long quietMove,https://lichess.org/HxIkxV0Q/black#67,
00i7t,4r2k/p4r1p/2pp1Q2/2p5/3b1P2/3P2R1/PqPB2PP/4RK2 b - - 0 21,d4f6 e1e8 f7f8 e8f8,927,90,84,145,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/fBWee6U4/black#41,
00iAF,7k/pQ4p1/2p4p/4r3/3r1p1n/6N1/PP2R1PP/6K1 b - - 0 30,f4g3 b7b8 h8h7 b8e5,1520,90,60,33,crushing endgame fork short,https://lichess.org/r62eqxQB/black#59,
00iLe,r1b1r1k1/pp1n1pb1/3p1q1p/2pP2p1/2P1B3/4PNB1/PPQ2PPP/2KR3R w - - 1 15,h2h4 e8e4 h4g5 h6g5,1755,74,94,136,crushing middlegame short,https://lichess.org/fBB50Rwf#28,Torre_Attack Torre_Attack_Fianchetto_Defense
00iQC,1k1r1b1r/4q3/QBpp4/4p3/4P2p/5p2/P5PP/4R1K1 b - - 0 28,d8d7 e1b1 d7b7 b6a7 b8c8 a6c6 e7c7 c6e8,2018,75,91,1046,crushing discoveredAttack exposedKing middlegame queensideAttack quietMove veryLong,https://lichess.org/Yg1J59NW/black#55,
00iQD,8/8/8/3K2kp/8/2P1P3/8/8 w - - 0 50,c3c4 h5h4 d5e4 g5g4 c4c5 h4h3 e4e5 h3h2 c5c6 h2h1q,1733,75,95,9415,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong,https://lichess.org/dDMWuoiZ#98,
00igM,1k6/1p4R1/2p2p1P/8/2r5/p6K/8/8 b - - 0 39,c4e4 h6h7,1343,78,82,89,advancedPawn crushing endgame oneMove rookEndgame,https://lichess.org/HEu1qD1v/black#77,
00ioV,6k1/5Rp1/p6p/1p2P3/1qp1pNQ1/2n1P3/5KPP/3r4 b - - 0 31,g8f7 g4e6 f7f8 f4g6,1862,75,95,14127,endgame mate mateIn2 short,https://lichess.org/IIOYa9Ac/black#61,
00ir2,8/6kp/p2P2b1/2p5/2P5/P5P1/1rPR1K2/8 b - - 0 40,b2c2 d2c2 g6c2 d6d7,1364,78,76,89,advancedPawn crushing endgame short,https://lichess.org/9dmwAePJ/black#79,
00irz,8/2r1ppk1/8/3P2pP/1Kp1Pp2/1bR5/4BP2/8 w - - 8 40,e2c4 c7c4 c3c4 b3c4 b4c4 f7f6,2666,85,93,455,crushing defensiveMove endgame long,https://lichess.org/H4eT5TpG#78,
00isY,rnbqkb1r/ppp3pp/5n2/3P1p2/4pB2/2N5/PP3PPP/R2QKBNR b KQkq - 0 7,f8b4 d1a4 c7c6 a4b4,1469,74,95,14463,crushing fork master opening short,https://lichess.org/1q2x0Fv6/black#13,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Other_variations
00itj,8/1pB5/3P2k1/3r2p1/8/4PK1P/7P/8 b - - 2 42,g6f5 e3e4 f5e6 e4d5,897,100,86,46,crushing endgame fork short,https://lichess.org/LAGoAAgQ/black#83,
00ivI,2r2rk1/1p2b1p1/p2p1n1p/P2qpQ2/8/2P1BP2/1P1N2PP/3R1RK1 b - - 0 21,d5a5 f5e6 g8h7 e6e7,1556,77,94,14551,advantage fork middlegame short,https://lichess.org/wdThMmrO/black#41,
00iyx,2kr1b1r/pp3ppp/2p1pq2/6B1/2P3Q1/7P/P4PP1/1R3RK1 b - - 3 19,f6g6 g5d8 g6g4 h3g4,882,75,98,2774,advantage middlegame short,https://lichess.org/vut9HU3T/black#37,Scandinavian_Defense Scandinavian_Defense_Main_Line
00j1r,8/2rkb3/1p6/6P1/5q2/3R4/Q1P1K3/8 b - - 4 37,d7c6 a2d5,1659,76,91,2253,dovetailMate endgame mate mateIn1 oneMove,https://lichess.org/2Nj3D5mV/black#73,
00j3i,5rk1/R5p1/5q1p/8/3p4/1P4Q1/P3rPPP/5RK1 w - - 2 38,g3g4 f6f2 f1f2 e2e1 f2f1 e1f1,1521,74,96,3759,endgame long mate mateIn3 sacrifice,https://lichess.org/InWtDWaB#74,
00j6z,r4r2/ppp1qpk1/3p1n2/2bNp3/2B1P1pR/3P2B1/PPPK1P2/7R b - - 3 18,f6d5 h4g4 e7g5 g4g5,2299,78,85,223,crushing middlegame short,https://lichess.org/Q62gkDZE/black#35,Italian_Game Italian_Game_Giuoco_Pianissimo
00j8y,3kr2r/2p2p1p/1p2p3/pQ1PP3/4q1n1/B5K1/P1P4P/3R1R2 b - - 4 25,d8c8 b5a6 c8b8 a3d6 e4e5 d6e5,2414,90,85,58,crushing long middlegame,https://lichess.org/ur2vjM1B/black#49,
00j9Q,rnb2r1k/2q2p1p/p2p1bp1/1p2pN2/4P1QN/3B3R/PPP2PPP/R5K1 b - - 1 19,g6f5 h4f5 c8f5 g4f5,1969,76,92,3169,advantage middlegame short,https://lichess.org/SalKpiT9/black#37,Sicilian_Defense Sicilian_Defense_Kan_Variation
00jHX,6k1/2b3pn/1p5p/2p1N1n1/8/P1BP2PP/2b1NP1K/5B2 w - - 3 37,e2f4 c7e5 c3e5 g5f3 h2g2 f3e5,1378,73,96,18699,advantage fork long middlegame,https://lichess.org/SvujXQY8#72,
00jIG,8/2p5/2B2k2/pp6/2bP1K2/P1P5/1P5p/8 w - - 0 47,c6e4 f6e6 f4g3 c4d5 g3h2 d5e4,2262,75,53,134,bishopEndgame crushing endgame long,https://lichess.org/810w8Q0F#92,
00jNk,7r/2Q2pb1/3ppk1p/5Bp1/3P4/1N2P1P1/Pr2qPP1/R5KR w - - 6 29,c7d6 e2f2 g1h2 f2g2,965,91,93,2813,fork mate mateIn2 middlegame short,https://lichess.org/aOJ6ffu5#56,
00jPH,1k1r3r/1b1p1p2/p3p3/1p2Pn2/3n2Np/P1Q5/1P3PPP/1B2NRK1 w - - 2 26,b1f5 d4e2 g1h1 e2c3,1407,75,93,6790,advantage fork middlegame short,https://lichess.org/01iokLOA#50,
00jPw,r3r1k1/ppp2p2/1b5Q/3PP2n/2B3bq/2N5/PP4PP/R4R1K w - - 1 18,f1f7 h5g3,1086,75,97,1551,mate mateIn1 middlegame oneMove pin,https://lichess.org/rMGqxihy#34,Italian_Game Italian_Game_Classical_Variation
00jXD,3r2k1/p4pp1/1bN2q1p/8/Q3p3/P3P2P/5PP1/2R3K1 b - - 5 31,d8c8 c6e7 f6e7 c1c8,927,90,79,285,crushing discoveredAttack endgame short,https://lichess.org/JvQRcqwH/black#61,
00jXF,r1b1r1k1/ppp2ppp/2nb1q2/4N3/2BPQB2/8/PPP3PP/2KR3R w - - 5 13,c4f7 f6f7 e5f7 e8e4,1399,74,98,582,advantage middlegame short,https://lichess.org/1cNmXOuy#24,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Steinitz_Gambit
00jgd,5Q2/8/8/8/pn6/k6r/8/2K5 w - - 2 83,f8d6 h3c3 c1d2 c3d3 d6d3 b4d3,1868,74,96,2047,crushing endgame exposedKing fork long,https://lichess.org/8DDrygoE#164,
00jmi,r3k2r/pp2bpp1/2pqnnp1/3pN1B1/3P2PP/2N5/PPP1QP2/2K1R2R b kq - 2 15,e6g5 h4g5 h8h1 e1h1,1344,110,26,21,advantage middlegame short,https://lichess.org/9QAXaeaN/black#29,French_Defense French_Defense_Knight_Variation
00jxj,2kr4/2p3pp/1pP1p2q/pr6/4RP2/Q4P2/PB1p1K1P/3R4 w - - 3 29,f2g2 b5h5,2003,77,55,86,crushing middlegame oneMove,https://lichess.org/8ImwhPxu#56,
00k4u,r2b2r1/p2P1p2/1pNQ1p1k/6qp/5R2/P2B3P/1P3PP1/6K1 w - - 2 28,c6d8 g5g2,863,130,81,48,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/wDp8QswW#54,
00k6k,r2q1rk1/p1p1bpp1/2p1bn1p/8/2Pp3B/1PNBPP2/P5PP/R2Q1RK1 w - - 0 14,e3d4 d8d4 h4f2 d4c3,1030,76,84,194,advantage fork opening short,https://lichess.org/JsKisVgT#26,English_Opening English_Opening_Kings_English_Variation
00kCm,2r3k1/3n1pp1/pq2r1p1/2p5/3b4/BP5P/P2N1PP1/R1Q1R1K1 w - - 0 23,a3b2 e6e1 c1e1 d4b2 d2c4 b6f6 c4b2 f6b2,1602,74,93,6009,advantage middlegame veryLong,https://lichess.org/gGz3J9oc#44,
00kDo,8/5ppk/6qp/P1p1p3/2B4Q/1P2PbP1/5P1P/6K1 w - - 1 37,a5a6 g6b1 c4f1 f3e2 h4h3 e2a6,1877,75,86,680,advantage endgame long pin,https://lichess.org/dYy9DNqE#72,
00kF8,1k6/1p6/8/4r1n1/6P1/6QP/PPPK4/4r3 w - - 9 42,h3h4 g5e4 d2e1 e4g3,1217,78,92,2293,advantage discoveredAttack endgame fork short,https://lichess.org/BRKJV5qW#82,
00kHM,3r1rk1/pp2npp1/1q2b2p/3p4/4n3/PBP2N1P/1P1N1PP1/R2Q1RK1 w - - 4 16,d2e4 d5e4 f3d4 d8d4,1976,76,93,1013,crushing middlegame short,https://lichess.org/com04Zfp#30,Caro-Kann_Defense Caro-Kann_Defense_Hillbilly_Attack
00kQE,1rb3k1/p5pp/1p6/3R4/2B1p3/8/PP3rPP/1K5R b - - 1 26,g8h8 d5d8 f2f8 d8f8,576,94,91,817,backRankMate endgame mate mateIn2 short,https://lichess.org/X9v1Mn91/black#51,
00kRi,2r1kb1r/p1q2ppp/2p1p3/3pPbP1/Q2P3P/2R2P2/PP1N4/R1B1K3 w Qk - 3 20,c3c6 c7c6 a4c6 c8c6,733,101,81,343,crushing middlegame short,https://lichess.org/KE2mWPfP#38,
00kT1,r2q1rk1/pb2bpp1/2p1p3/4P3/2nP3p/P1PQBN1P/2B2PP1/R4RK1 b - - 5 18,c4e3 d3h7,959,77,64,99,mate mateIn1 middlegame oneMove,https://lichess.org/KBx6qbtc/black#35,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
00kXF,6rr/p1k1qp2/Ppn1p3/3pP1b1/QP1n1NNp/3P3P/3B2PK/1R2R3 b - - 2 32,c7b8 b4b5 g5f4 d2f4 g8g4 h3g4,1728,74,89,1132,crushing long middlegame,https://lichess.org/y2IIeAMQ/black#63,
00kZF,r3r3/1p1n2pk/2p1pq1p/2P5/1p2R3/P2Q1N1P/5PP1/R5K1 b - - 1 24,f6a1 e4e1 h7h8 e1a1,1309,76,90,2207,crushing discoveredAttack middlegame short,https://lichess.org/7skMhb04/black#47,
00kbs,3r4/pp4pk/2pR2pp/2P5/5nr1/5R2/PPB2P1K/8 b - - 6 34,d8e8 f3f4 g4f4 c2g6 h7g8 g6e8,1561,81,78,60,advantage deflection endgame fork long,https://lichess.org/AZ4bw2mL/black#67,
00kdd,7r/1p3p2/p1n2p2/3kpN1P/1PR5/P2P1P2/1K5P/8 b - - 0 29,h8h5 c4c5 d5e6 f5g7,1396,125,52,14,advantage endgame short,https://lichess.org/GmwzgjE0/black#57,
00km1,1R3rk1/p2q1ppp/3bpn2/3p4/Q2P4/2N3P1/P3PP1P/2B2RK1 b - - 0 17,d7a4 b8f8 g8f8 c3a4,1411,76,78,597,crushing intermezzo middlegame short,https://lichess.org/W2y2Akcv/black#33,Queens_Gambit_Declined Queens_Gambit_Declined_Marshall_Defense
00l1z,8/8/2p5/7R/2B4P/KP2knp1/P1P5/8 w - - 0 45,h5g5 f3g5 h4g5 g3g2,1237,78,92,453,advancedPawn advantage endgame master short,https://lichess.org/rxdwGjw0#88,
00l68,3k2Q1/q7/3pB1p1/2pP1p2/2P2P2/rp2PK1P/8/8 b - - 2 37,d8c7 g8c8 c7b6 c8c6 b6a5 c6b5,1429,76,96,8004,endgame long mate mateIn3,https://lichess.org/jJLdwY9R/black#73,
00l7Y,r1b2q2/p3p1bk/2p3p1/3pn2p/8/2NB3P/PPPBQ1P1/5RK1 b - - 1 17,f8d8 e2h5 h7g8 d3g6 e5g6 h5g6,1674,74,99,1445,advantage deflection long middlegame pin,https://lichess.org/8zmb6Ot6/black#33,Sicilian_Defense Sicilian_Defense_Open
00lA1,r3k2r/ppp3Np/3p2pB/2b1p3/2B1P3/2NP3q/PPP2P2/R2R2K1 b - - 3 17,e8d8 h6g5 d8d7 c4e6 h3e6 g7e6,1636,77,100,47,advantage fork long middlegame,https://lichess.org/UXSJkHbF/black#33,Four_Knights_Game Four_Knights_Game_Spanish_Variation
00lG8,1r2b1k1/5ppp/1r2p3/2Q5/p3P3/5P2/P1P3PP/2KR4 w - - 5 26,d1d8 b6b1 c1d2 b8d8,1260,76,73,190,advantage endgame short,https://lichess.org/5GuRg1Gx#50,
00lHu,8/p7/6P1/4p3/R4pK1/1r2k2P/8/8 b - - 0 47,f4f3 g6g7 b3b8 a4a3,1793,75,96,4849,advancedPawn crushing endgame rookEndgame short,https://lichess.org/kX9fNCdN/black#93,
00lIV,r2qr1k1/pb2bppp/2p2n2/3pN1B1/2P5/4P3/PPQ2PPP/3RKB1R w K - 3 13,f1e2 e7b4 e1f1 e8e5,1748,75,93,2012,crushing discoveredAttack middlegame short,https://lichess.org/6IHxFPRp#24,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
00lJm,5r1k/ppp1nBp1/3pN3/7p/3P3P/2P2RK1/PP3QP1/1q5r b - - 6 26,f8f7 f3f7 b1d3 f2f3,2376,82,90,1697,advantage hangingPiece middlegame short,https://lichess.org/iXsE09XZ/black#51,
00lPH,5r1k/ppp3pp/1bp2rq1/4B3/Q1BP4/2P4b/PP1N2PK/4R2R w - - 0 21,e5g3 h3g2 h1f1 g2f1,2106,88,63,26,crushing middlegame short,https://lichess.org/IO95HyLK#40,
00lY4,2R3k1/rb3ppp/pn2p3/4P3/1P1P1P2/P4B2/6PP/5RK1 b - - 0 23,b6c8 f1c1 c8b6 c1c7 b7f3 c7a7,1806,74,90,158,advantage endgame long,https://lichess.org/maqTkdnt/black#45,
00ldC,3r1r2/pp3pk1/2p1pRp1/6Qp/2P5/P7/1q4PP/5R1K b - - 1 31,d8d2 f6g6 f7g6 g5e7 g7h6 e7f8 b2g7 f8f4 h6h7 f4d2,1859,74,92,455,advantage clearance deflection endgame fork sacrifice veryLong,https://lichess.org/xdFXCpYF/black#61,
00lhJ,3q3k/3n4/3PQ2p/p3P1r1/P1P4b/2N1p2P/1r6/R5RK b - - 1 32,d7e5 e6h6 h8g8 h6h4 b2h2 h1h2 e5f3 h2h1 f3h4 g1g5,2459,80,84,178,crushing fork middlegame veryLong,https://lichess.org/kllp2DcO/black#63,
00liA,8/3K4/2r5/6k1/6p1/6Pp/3R3P/8 b - - 2 54,c6a6 d2d5 g5g6 d5d6 a6d6 d7d6 g6f6 d6d5 f6f5 d5d4,905,91,53,33,crushing defensiveMove endgame rookEndgame veryLong,https://lichess.org/s4AcDFcp/black#107,
00luO,2r2rk1/p4pp1/1p2p2p/4N3/q2P2PP/P7/1PnQ1P2/1K1R2R1 w - - 1 26,g4g5 a4b3 g1g3 c2a3 b1a1 a3c2,2196,77,84,80,crushing long master middlegame pin queensideAttack,https://lichess.org/O9HXyn6b#50,
00m47,rn1r2k1/pp2qppp/4pn2/6B1/2B1b2N/8/PPP1QPPP/2KR3R b - - 7 15,e4c6 h4f5 d8d1 h1d1,1879,76,87,184,crushing middlegame short,https://lichess.org/NdpM8N8n/black#29,Scandinavian_Defense Scandinavian_Defense_Main_Line
00m4W,r2qk1nr/pb1p3p/1pn2pp1/2b1p3/2BNPP2/4B3/PPP3PP/RN1Q1RK1 w kq - 0 11,d4c6 c5e3,1570,79,74,61,advantage hangingPiece kingsideAttack middlegame oneMove,https://lichess.org/MymXEoRQ#20,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
00m5H,8/1p5p/6p1/2P2k2/1P6/P3qp1Q/8/5K2 b - - 5 43,f5e4 h3e6 e4d4 e6e3 d4e3 b4b5 g6g5 c5c6,1477,76,93,279,crushing endgame queenEndgame quietMove veryLong,https://lichess.org/P8apABHK/black#85,
00mFI,4r2k/2q1r3/2p4Q/p5P1/1p1Pp1P1/2P1N2P/PP6/4bRK1 b - - 0 28,e7h7 f1f8 e8f8 h6f8,1394,74,93,4273,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/kiOTTNFh/black#55,
00mJY,r1k1R3/pppr1B2/5p1p/8/8/8/PPP2PPP/2K5 b - - 1 20,d7d8 f7e6 c8b8 e8d8,1046,78,59,115,backRankMate deflection endgame mate mateIn2 short,https://lichess.org/tpq9s5i4/black#39,
00mJq,r1b5/pp1nkpr1/2q1p3/8/8/3B4/P1P1NPPP/R2Q1RK1 w - - 3 18,e2d4 c6g2,672,94,96,264,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/qGtdon3N#34,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
00mKK,r1bq1k1r/pp3pbp/4Pnp1/nB6/8/2N2N2/PP3PPP/R1BQR1K1 b - - 0 13,d8d1 e6e7 f8g8 e1d1,1910,75,82,149,advancedPawn crushing intermezzo opening short,https://lichess.org/8r5AZVRA/black#25,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack
00mLw,r5k1/p5pp/1p2b2r/3p4/2pQ1P1q/2P1P2P/P1P1B1P1/R5K1 b - - 0 25,e6h3 d4d5 h3e6 d5a8,1193,78,82,167,advantage fork middlegame short,https://lichess.org/b5bclKA7/black#49,
00mNT,8/2q2p1p/R2bpkp1/2p5/4pP2/3r3P/1Q4P1/R5K1 b - - 3 38,f6f5 a6a7 d3d1 a1d1,2686,119,91,264,crushing endgame short,https://lichess.org/oxSgw2VP/black#75,
00mRr,8/2Q2kpp/1p1p2r1/1PnN4/2P1n3/6P1/1r3PK1/8 b - - 6 41,f7e6 c7e7 e6f5 d5e3,1849,76,95,11212,endgame mate mateIn2 short,https://lichess.org/0dpg8xr1/black#81,
00mST,r4r2/ppk4p/n2N2p1/2p5/4Pb2/2P4P/PP2B2R/1K1R4 w - - 0 25,e4e5 f4h2 d6b5 c7b6 d1d6 b6a5 b5a3 f8f4,2494,77,61,101,crushing defensiveMove hangingPiece middlegame veryLong,https://lichess.org/TnR9jLpy#48,
00mca,1Q5r/p3nkpp/3p2q1/3P4/4P3/B1r2B1b/P4PPP/R4RK1 w - - 2 20,b8h8 c3f3 g2g3 f3a3,2221,78,86,304,crushing middlegame pin short,https://lichess.org/EIg6vKLO#38,
00mg9,1r1r3k/2q1b1pp/p7/3Q2pP/3B4/Pp6/1P3P2/1K1N2RR w - - 1 28,d5e5 c7c2 b1a1 c2c1,1492,74,73,119,mate mateIn2 middlegame queensideAttack short,https://lichess.org/LvqtEXMe#54,
00mnZ,8/p5k1/1pp2pp1/4Pp1p/5P1P/2P3P1/PP4K1/8 b - - 0 35,f6e5 f4e5 g7f7 g2f3 f7e6 f3f4,1108,75,97,275,advantage endgame long pawnEndgame,https://lichess.org/IcNWHIbW/black#69,
00moS,r4rk1/p1p2p1p/1p2p1p1/2n1q3/8/P1B1PQP1/1P3P1P/2R2RK1 b - - 3 18,e5e4 f3f6 e6e5 c3e5 e4e5 f6e5,1343,75,90,1352,crushing long middlegame,https://lichess.org/9Ts2Ey6N/black#35,English_Defense English_Defense_Other_variations
00mvr,7r/ppp1Nk1p/2n5/8/8/2P2pP1/P6P/R1Br1BK1 b - - 0 20,f7e7 c1g5 e7e6 a1d1,769,77,98,374,crushing discoveredAttack endgame master short,https://lichess.org/R3FdESiy/black#39,
00n3G,1k4r1/7p/1p4r1/pPp1qp2/P1Pp1R2/3Q2NP/2P4K/5R2 w - - 4 32,f1f3 g6g3 f3g3 e5f4,1163,76,93,1805,advantage deflection middlegame pin short,https://lichess.org/7me09or0#62,
00n6z,r2Rrk1q/p3Np2/1pp5/8/P1Q1P1pP/2P2P2/1P3bP1/3R3K w - - 5 34,d8a8 h8h4,1195,77,83,196,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/WrP84lz1#66,
00n8z,6rk/pq3p1p/1p3RrB/1Pp1p3/2PnP2Q/P5P1/6KP/1R6 w - - 2 28,b1f1 g6g4 h4g4 g8g4 f6f7 b7e4,1788,149,25,9,capturingDefender crushing long middlegame,https://lichess.org/AbPN5mb0#54,
00nCh,3r1rk1/ppp2pp1/8/3nP3/2PPN1q1/3Q4/PP6/5K1R b - - 0 24,d5f4 e4f6 g7f6 d3h7,910,85,95,4790,clearance mate mateIn2 middlegame sacrifice short,https://lichess.org/VIoIroOG/black#47,
00nFD,r4rk1/p1q2pb1/2p1b1pp/3np3/2B1N2P/4BP2/PPP3P1/2KRQ2R w - - 0 16,g2g4 d5e3 c4e6 e3d1,1002,76,96,4338,advantage master middlegame short,https://lichess.org/FeP6qhNK#30,Sicilian_Defense Sicilian_Defense_Dragon_Variation
00nHy,r2q1rk1/p4pbp/1pp1p1p1/4n3/2PpN3/1P4P1/PB2PP1P/1R1Q1RK1 w - - 0 16,d1d4 e5f3 e2f3 g7d4,1269,75,87,867,crushing discoveredAttack middlegame short,https://lichess.org/nKLwXxuX#30,English_Opening English_Opening_Anglo-Indian_Defense
00nNa,8/2k3pp/4p3/1R3p2/1Pr2K1P/6P1/5P2/8 w - - 7 37,f4e5 c4e4,1270,97,71,105,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/WsRWmvEZ#72,
00nQp,r5k1/pp1qrppp/2nb1n2/6N1/3P1p2/2P5/PPQN2PP/R1B2RK1 w - - 4 15,d2e4 f6e4 c2e4 e7e4,1020,91,93,923,crushing middlegame short,https://lichess.org/M8VH9NaD#28,Kings_Gambit_Accepted Kings_Gambit_Accepted_Cunningham_Defense
00nS6,r4rk1/5ppp/p1p2b2/3q1b2/8/5N1P/PP2QPP1/R1B1R1K1 b - - 1 19,f8e8 e2e8 a8e8 e1e8,596,89,88,412,backRankMate mate mateIn2 middlegame short,https://lichess.org/yDIcwjff/black#37,Four_Knights_Game Four_Knights_Game_Spanish_Variation
00nUh,5rk1/p4pp1/1p4rp/2p1P3/3p1P2/P2PnP2/2P2R1P/2B1R2K b - - 4 25,e3g2 f2g2 g6g2 h1g2,1698,164,-49,9,advantage endgame short,https://lichess.org/8xUXz45H/black#49,
00nZE,r1b1r1k1/pp1p1p1Q/2n2Bp1/2p1qp2/2B1P3/3P1R2/PPP3PP/R5K1 b - - 0 16,g8h7 f3h3 h7g8 h3h8,1151,75,99,1957,mate mateIn2 middlegame short,https://lichess.org/E33kjLxE/black#31,Sicilian_Defense Sicilian_Defense_Grand_Prix_Attack
00ndv,r1bq1rBk/pp2npp1/4p3/3p4/3P2n1/2P2NP1/PPQN1PP1/R3K2R b KQ - 2 13,h8g8 c2h7,1500,500,100,0,mate mateIn1 oneMove,https://lichess.org/CAhN6VbK/black#25,
00nji,3R2k1/5pp1/2b4p/2b5/p1P5/P4P1P/6P1/5K2 b - - 4 36,g8h7 d8c8 c5a3 c8c6,1075,84,91,1034,advantage endgame short,https://lichess.org/ZaRB691n/black#71,
00nl3,6R1/1p4p1/p1k4p/3p4/PP2p1P1/2b1P3/6K1/8 b - - 2 37,b7b5 g8c8 c6b7 c8c3,905,76,100,176,advantage endgame short skewer,https://lichess.org/WVBshO34/black#73,
00nlD,1r2r3/pp3pk1/2pp2p1/1P2p2p/2P1N1nq/3PP3/P2Q1PB1/1R3RK1 w - - 0 23,e4g3 h4h2,986,78,91,421,master mate mateIn1 middlegame oneMove,https://lichess.org/gFXDvLri#44,
